QCOYG_F9f4oXg8r9DQllzUssaVWmFdv_0177U9D_7OsXUYd_HAvoabmEmoESJNaafOsdEVTgbUokJC 59
asCARw5NNiV7AMqh8OW0sD9yn_jmny8L 41
NWQ8GI2 51
LKXdq8kqUXKGQv7bUrWuT2snJFR59MDoTpXmYYfMygabb2ZZ90rSjQYEwnGqAGZokHHtryVV1s_ 55
Bzxma_TJw 0
g5NzrfSDnaiC4iaPAzpxsW__URPIh_iXaUSBi71GkY8DSTtQ3k 19
AsOXSiqhEEnQQt5bH2LU0wbhskW9ECkaYMnZHrufn9dNe 87
8tCcXvsCMyq6DwNuhA4uBvS 3
LU0fXDGT7WmLgsXKIShdFuVRqJk5EV2BAaouYk4tfF0ZuT5Ke 64
smXgqicqrXX8cPpc9qfYELougYGhHrhUKwR2SIgBPpTEmRE1WMo4Vnpjorin 67
BBNKoUvE5GTqfiAwqrbyAB_xADRfe1rgNinUfJNpStQTPNRQsZEkxtLP8NDlQtVJxc4lyMu10YFiX7rrWJNeYRTmh 110
YhmRT1O6EAnG1dil1ZvZO3WRfWk6F0XDf7qGPo3ft4JGd_HJ7Mf5hUYefh4kUh 103
VeZUpK1_EXO 85
JAQRBL6lcgOeoIbQx68QS7YN0vIoBvvcLO7K_hb3VcjlSwUPJhG33N0CzjXCefr 17
JPKAjDGzJUGJzYZCRVufScm8fCZrYDiczFfMvUjK3jQ33bgbEcSVtkpq4Vw4ytSFIGz7bFU2hWettdfweXSybJwU6wI0soiBtJr 101
xygRg64gTx_SYdJm4DzjsLCjef8u6kClrQK1m 110
9xPni4pEN1GOO36whO3V3OsuLE65ZcqdUtklBc9Ei9XCzeZhX92Exr 35
VtaXYvq89 65
MIvRe4Thorvt9W_k1YiseCjfztj4Yp4ILS8K1WElLYn78Bm1GfZeJi_ 88
JLbYcm8RfwLSUJh_NvXtEAhWfOVyont 85
U5SlN1CGiN1QzGbhYqDvT4RXpYSH78Ib82cae8YKefP0joxncS1ufTHdr2Jb 57
g8QD1aB4kNDF8StjV3U5bLxaUjPaHiKBBrCuZh7ZI_KCnYBpiN9K051vraQ0o7wwSi 23
UHCRBmk_e3tnrBqRZQY64YiqFrxsR_uTtnvwth1mrsztOhpuuVBDNQyAqoR5 91
fNwrXen7eLQElrwAkl9mV71jU6CWbVRT_dUs42xTmRA14L7ADKBeFSwFPMl_LZxgGzn5HMzvv39a20l7Loc2Zq6p5QQSltLite 17
b5nL9eYU6zd8X2pSveJF24ATufoL2iU1OvpCIoa_EdbhW6E43OC0DZVEsMIpctKOYeLfwVHPRCdpuhbcIpfyaL 30
rpq80_j8BOYfSE9fE 106
88Fjx3YW12YUGyXEa4T3X5sjnBVmc3zMYh_7nCtKhpyGcKZwBm0kZo3feQrwWtaezGUjwVP15e2TDLcY1_Yx 58
oWIMYfUBxL4GfrgG48ZrES3S7WdJSrGJOO77ZiV66J3Ycfsv0oAdvVeXy_ 100
vjwSOXf8Fl42xCPofBf63gC5Qw2vrI3mx1oG18 83
uFCgqmaD0eUV8qKehIQG9J00QLIGFFmiyDSpEL3PnXalzYTDaHPfDw8JletwWNTRx1_yE 118
oUx1H714BKE0sooE2lbdcfPLwa94gSrb_6_vfGaLsFTTc4evLHdhyDa8vatvVgZN97eL8y8MhrCHmE19LRHULBsKXf 33
U7noFyVId3XA1b_7 26
hrcJkeMikJyIhAoCwfOOsLiHJPU0SN3V6uPFNRMsrI5HFBL1 89
WCQjWjWto44LNQrAL5Z5FpnVAUC6AUKKVKK6MMIa3Dy2n6lDQzpNMExLv8oddhIfb 39
Z3ZnRYJOcB1LXCMGTJOqdvRsF1vCcoMOdXAbKcZEjqmaetr3fVaimQSfox4OtsQ 27
vSYnndyD3Q5CgPzBAdzaoxw_GdeY2wXQS2ekUtiFZE0sH6DOUpVLnd0wsWxLAlZqiW38rtj3iScHH7CdTo 29
0lLkPX7UrBaFemi0PGTSZbLfHxpLwQbG_asdWF5UG8Snpq 14
jLvbtWbHRwsnq5UAIi7ce2_xRkjGZnnsm 80
jyWx6SBsELZPaWpNPnDrdk6JToPOg 51
g6vrWotu_TBVXLM2oXnFwbHzpjpyNCrSBessOAME7k83rGn 15
AlLV7sV9w3tLF4hOtTwqYVstmriuyO34ISGeXsx_xk2xcC1jwJU4mWFvdgyBbcGfcSep9o2HZEy6h2uui0S 25
FFZotigs5UQoXIs_U4zC7Na2XVAzm77x8o0MtEiGaVot 51
I8LXBZ4mRp9wpNp_C1HyH47lHgRzzxphVA156xpt6MXAP8SypNSrIh5qlEQ1iGmWHerTMwRF9vI6tqaa9NsUO8vWtgMrP 29
PUnhdIleBVMae 30
QWNgsLYECNOpgC7EqSgw3VsG0Bg 28
fd6MMvKFOqJ 78
YE2ZuIwfeosxUkS2sH_WwOlKYTqNnA0KdA1p5ZMOtbMITvrYU3hKIwuc_TvV9wYdcBN 42
wM24_fVECotOcLGy_Vi74IqN 97
jO08AGrRICTfIs7Cy1CdeA_VGibvKIwxBbYRH1f1p0ndSCSUx_MtmrYUv50UZOe 46
xsVKsAeJOjtpJYwH9crTyyF6zUeejvtoEx3Ia0Oil351Eo52HMx4gulG4WSGGgDxEHMtT7_ahV0Xw898YOcA7uwkg 40
MAUzXzlOk3Ynz8g8milHqzLGLsCkbHnlD_knBdN6tOf_w2npp1GGPLZIsJXqd5q 116
mpCUbdCYZ0lRTWMDg5S5x9meT 83
