TbizKSFswSdn2nrBEN_lBSH7jNl1yfvF4AWM5Cf4oR_28seXxHyzkINqs8psjmhj8XNO2oeP5M 120
AJfBR0JzSt0bIBmHcfmsYGlTHWYRTXQlMcFRiaIWN5EwbkebdQTXOzaBJ6PcFgcIrBJo7PozTZTiJw0PmIQkekhnshS2 96
BxSPy1AG 70
Zj4xchQJkW_s6flB1Q0v3gD4xAmpTjZbmNprbuVoIsRWy70 72
JFyAUQBEVTQBqrQLlgxycWwokFiYz0V7MsU6ftqum 58
1johfs5eUy9qrYzSRzFp_iputfRoRUODBwedVhx7R0fK31cj_Eu67jVBw0bAJwD2WGP4aRh 60
fskfZQE43 42
uLO4MuykrGN 29
k5FQ5dPxaqmfT_YDaV9e75YrH3H0 61
5C677Q98 78
4tISkzVgEokcxMr5ck2p7XPy_bHPf 85
t54oY0jKalDvz9WSzcB9uPGQ 56
yePR 87
J_AnaZn3moQkfPFRgzasHxUdy7PeX3Ca7Tcn3S5bfDWfaYNescdzTOHzUFPC7WVDVcceqLpSuwLJVoW_S7k1b7 114
eBUYyBzJSnrn1KYwbYVIQYtjFjyXTitISkYzVtrZKM 69
m4ubjINaPUUEuWtG7ejB7bFLBI7FfKX2RKT2i9iPRV 18
G4ZOiIyQR7VEUtUPuGWwqey7qhrdGp4Xyue5p4Uz_4IHfn9nlKQXpLG2BU07eCSqlts7nQZsv1ngzdybJyMe41De 110
zwUiy1ltbibvsiKSRDw3rORz5Y8NMTgk60q3Xg8GS1XjbIFcYq3v_ubbH5XryULrhFPfUiIA8km1sO2iyaoW667c 4
DH0ZFydnUbxZfBtWJGLstF4vvZ9HYye4YhTRwjbfB6jF0CbrUaf 51
6T 51
UG_7x5pi1FN_26EVgMmdGEzJml8PWJk64tx9QnUupNhC3 76
YhQ4U6yVgPhANU7RPtrMoEFpXt03IFhRiDqf9giKVl9exRS1ILVKaoEAgCz5F7bJ499NQtzrcuO5ah_XyWeX 110
oiCbzIGPxO9qUNg58G65ifzUrKxSG9PihvUFFAMGswI0EkwL_bUZ4eJeTaNrrSap4CoPy8C2K8exbekbts_flp5KqpPqit 38
qtBJ9D8Yzvdko9aSbPv8MG 14
BcxqOoirLk2jryWee3VL0ESerGKzuKesim8_9LVXLlNaCw 102
HzSXyZGjUtxqFSZVXsW8zAHBZfyfINW1Nfrchaldlo4YkuKjzrgNW0Q9oYeEcftrJVS 33
9HTGlcTiaiDUiPQBoSHRTVXeZiknCUSjOkKkCU5UEeuF5YbkNNZ20_vJfgLfFHnHH45kWJKEm71y1pC 110
fGSlprNiHiYSfMKJ1Djuc5AzTWe3HqvMzZf2xx8KGbb 79
Nf9A1v4wAqDtjBNbzrJ 103
tS4FhM0RoJzAcFnKK1B9oApP5YXgKAUsoKKPqZ6Iem 100
Cm6kt9hZv2FTpCmOpW9Y4xvdyucBipeRUBog3M7dbxxqgb7ggdEZNa6Pfi 29
aOCQa6NhxqxDQf68brlwZpWw1Ji8sfupvm8qnmc8 82
