Ggd6zUTG9WaAJTFJpUcEJ1adsEB2ZBPLERJzVeQgtZWbuJHGeKH3pUcNrphurGZzBaeuKAwegTE5Fcfk523rfuV 76
uFMTqRQXQ6iG9QBRcq3Es2HOdyf8n2jthPXv29mdm2RmImWj64VDS9N80 96
TOsg5euAbSlrSCyknUTBFhM1mjn 79
TBpuOLWdUUOvkYuD0_MFjdYXTHMlIcjq7rOQUzdUjTvM6YV4tTqLvxL8Ont06uZiGXWBoy18A3Kx1hwhXD7epcr0ugeu1Ns54 49
TBpuOLWdUUOvkYuD0_MFjdYXTHMlIcjq7rOQUzdUjTvM6YV4tTqLvxL8Ont06uZiGXWBoy18A3Kx1hwhXD7epcr0ugeu1Ns54 38
Amgf8LLVlGigEVS1xHhQShfkUyQb5unoEOljlm7Pn8vYwdTStd7GjTb3gLqiVCiW_kBogHgTAwIyaHzeW4mWVv_ 15
N1MHW5EBlBdWOn6jOS6x3t8rrTy468yCmwQZPhD601B3hpaSxfFWuSVF49w5TRanLpyB0OyzQiyWc7hd6Lh7ipILfaLta7sb 69
lVcaR0mxiRFU 70
DrxjbNCpCEM5177uSuHWaMS5uIig7FKQr6yRqSsihpkknJht8POBwGXdYwYpsDlUk0JXyNZNeu0nC03VPJhGamNNwaUyjO 70
2CqUBAhPCKEv9t09ahqUBMRRXAATZsRVdKiYlpueeBdl0QgkOHeK96ugg4hpW_zvpVLdeiL8VFRTZ8kjcNssa 92
5OCbQE3Re3mabOnUz7F7wNfCNlWSB 11
1OnA_rjW 116
70MB2nVKkfQByAOYteY1nz 39
r0DFv3iEUSM0IsIUTRNlEKDYakLHqstzLm6w 69
PYFhN4f_qMREYpzSCBwHWem0xgvWEENN75vAjUIgIQF5ZaR54mxt0uFlXAf7CJCJe 54
f_Qkbh8htjfmETivmpeVHoHQ4BDeLHf106uq1_wrArd8UXBhnAg8iWM1OdPqZ9HNQYygfiAQNkhm98DnlQLk1YQ5lTQG0r 112
GyENzlCtpqeI03gEjYpCkRKqgO4iLmFXAcjkFYW9iItvWIo4i6Z5oe45 4
eWpgJ6GKc7lXiDrRYxmhxsvotbriZxlhjSJ49Mmg_aAK3ptHEmed1Scf5aE3g8FuKH 12
uyVooMOpJh_fE2eNcax0X3B_usDXB51QCDM38VKP7fWJsd 43
i5LsT6t8gFFpVSwBYW0dnXRdqKAhYtQGybQ4Y0y0vuqHFwQoPDaLIRXzKp 35
eWECJq_noMf1NbsMtoyKjFA_oh 2
16diqR0QV13eHLm83Zz9zN5QZLWmmKMVWioQ4t4XepL1BZJepALraPG5TtnNM5uW0hJN50u06f5 52
X8JeGWph9SZofOl5N93VPNoXEyjcp1PQL65pd0gIcxWVWQe2UYvgrND1tJwY3Fw_jLKaCVNLB5 109
1Of_cEQaQJWPnRqAa5zGVAnbnpzNnEjHduNAiXxc3tNc4JD9FS3iaK9_4mAwhBgM5j_4yw5gY 114
lwKHY1 46
9T7BG_ep5k6j73LoSC2oqgmmZj1QlLOqd4r1s1avzffMV3lUl3gn5tF 75
bNCASX2y9lZz5iGcGpOrtRkmHA 68
epAQ0jJts7LKtNOje0xMSAboZBICA4tzKJCZfU6ERZQdRH80RVM1vyG6QjE8IIbaEtEu04_O5j3hv5q_5CuxddJwlWcSCy 53
FHfX8pbrllOMuU5l847oFFLv1CFf_ne6KbKEVpezsTJ_gPgwx0lkzBWaarM34bPSq7PozPjrwWPEvma0Cwxk2r2kpc41kgJ 93
LQ5CQ2Zmejm1qLNg3UUwge5TbtY2st 112
